text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@C_Stealer That's odd, I'm sorry for the trouble trying to cancel. Are you receiving Prime benefits? When was the trial signed up for? ^ME",FALSE,0,C_Stealer,05-07-2016 00:37,FALSE,7.50126E+17,7.50126E+17,2722384205,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@TruckBC Thanks for the shout-out! We really appreciate, hope you have a great day! ^KP",FALSE,1,TruckBC,05-07-2016 00:35,FALSE,7.50125E+17,7.50126E+17,981160022,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@krillians Sorry to see the whiteboard was damaged! Was the order shipped by Amazon or one of our sellers: https://t.co/Y5jpI9gRhE? ^EP,FALSE,0,krillians,05-07-2016 00:33,FALSE,7.50125E+17,7.50126E+17,188192955,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@magacious I'm sorry the order was split up! A few things could cause this, such as the items coming from diff fulfillment centers. ^EP",FALSE,0,magacious,05-07-2016 00:29,FALSE,7.5012E+17,7.50124E+17,3403927173,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@FinerDavid That's quite odd. Have you tried using a different HDMI port on the TV? If the issues persist visit: https://t.co/hApLpMlfHN ^MD,FALSE,0,FinerDavid,05-07-2016 00:26,FALSE,7.50122E+17,7.50124E+17,966182137,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@DrPizza I'm sorry for the pricing issue. Please contact us here: https://t.co/HH4AkMCy6g so we can look into this with you. ^ME,FALSE,0,DrPizza,05-07-2016 00:23,FALSE,7.50121E+17,7.50123E+17,11375732,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@invitesNgifts Thanks for letting us know. Someone will be reviewing your information and will be in touch soon. ^ME,FALSE,0,invitesNgifts,05-07-2016 00:21,FALSE,7.50121E+17,7.50122E+17,2867169771,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rocketlady117 That's a good enough reason! Thanks for shopping with us! ^KP,FALSE,1,rocketlady117,05-07-2016 00:17,FALSE,7.5012E+17,7.50121E+17,552076432,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@LoveDianaRose Although that's not currently an option, we'd love to hear your suggestion here: https://t.co/3YQhqEHXuV. ^LI",FALSE,0,LoveDianaRose,05-07-2016 00:13,FALSE,7.50119E+17,7.5012E+17,24701997,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Fenrisfil We are not seeing any problems here. Have you tried clearing the cache and cookies? If so, what device are you using? ^KP",FALSE,0,Fenrisfil,05-07-2016 00:13,FALSE,7.50113E+17,7.5012E+17,38534016,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@38percentsure I'm sorry, at this time specific carriers can't be selected. W/o giving account info, can you explain what happened? ^ME",FALSE,0,38percentsure,05-07-2016 00:13,FALSE,7.5012E+17,7.5012E+17,17582282,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@glennavon Sorry to hear it hasn't arrived! What's the delivery date and most updated tracking shown here: https://t.co/Y5jpI9gRhE? ^LI,FALSE,0,glennavon,05-07-2016 00:07,FALSE,7.50117E+17,7.50119E+17,17477380,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rohitchendke You're welcome. Do keep us posted for any further assistance. ^SV,FALSE,0,rohitchendke,05-07-2016 00:07,FALSE,7.50118E+17,7.50119E+17,97882973,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@FinerDavid Sorry for the inconvenience. Are you able to select the resolution you want by pressing up and rewind together for 5 seconds?^VV,FALSE,0,FinerDavid,05-07-2016 00:04,FALSE,7.50114E+17,7.50118E+17,966182137,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@belmx5 I'm sorry for the trouble with your return. Please call us here: https://t.co/JzP7hlA23B, so we can look into this with you. ^JL",FALSE,0,belmx5,04-07-2016 23:59,FALSE,7.50112E+17,7.50117E+17,315919726,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rohitchendke Sorry to know about this! I'll be sure to share your comments as feedback with appropriate team internally for a review. ^SV,FALSE,0,rohitchendke,04-07-2016 23:49,FALSE,7.5011E+17,7.50114E+17,97882973,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@brandi_desire If you haven't, try deleting and redownloading the app from the Appstore. If issues persist: https://t.co/hApLpMlfHN ^MD",FALSE,1,brandi_desire,04-07-2016 23:41,FALSE,7.50112E+17,7.50112E+17,268650240,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Deingirl If you haven't contact us yet, please do so here: https://t.co/hApLpMlfHN so we can look into this for you. ^ME",FALSE,0,Deingirl,04-07-2016 23:40,FALSE,7.5011E+17,7.50112E+17,67648323,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Zwiebelbel Woot! *High-five!* ^JA,FALSE,0,Zwiebelbel,04-07-2016 23:39,FALSE,7.50111E+17,7.50112E+17,155418629,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@brandi_desire I'm not having any issues here. Have you tried restarting your phone? Can you tell us what's happening. ^JA,FALSE,0,brandi_desire,04-07-2016 23:37,FALSE,7.50109E+17,7.50111E+17,268650240,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Zwiebelbel Thanks for letting us know you'd like to see these be sold directly by us! We're here for you if you need anything else! ^JL,FALSE,0,Zwiebelbel,04-07-2016 23:33,FALSE,7.50108E+17,7.5011E+17,155418629,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@PaulStewartPhot We issue the refund instantly, but your bank may need 5-7 business days to process. I'm sorry for any inconvenience. ^MJ",FALSE,0,PaulStewartPhot,04-07-2016 23:30,FALSE,7.50108E+17,7.50109E+17,1325489330,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Fake_person666 I'm sorry to hear that. Without posting personal info, what options did we have to offer when you contacted us? ^KP",FALSE,0,Fake_person666,04-07-2016 23:28,FALSE,7.50105E+17,7.50109E+17,7.10292E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@thealbertogarza I'm so sorry for the poor delivery experience! Please contact us within the app using the menu icon in the upper left. ^ME,FALSE,0,thealbertogarza,04-07-2016 23:27,FALSE,7.50108E+17,7.50109E+17,231202656,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@The_Dean Please try clicking on the skip sign in link below the sign in button. ^JL,FALSE,0,The_Dean,04-07-2016 23:27,FALSE,NA,7.50109E+17,14217634,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@CelineSSauve Please keep us posted if it doesn't arrive by the delivery date quoted. We want to make sure you receive it. ^JA,FALSE,0,CelineSSauve,04-07-2016 23:24,FALSE,7.50106E+17,7.50108E+17,3310897102,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@KurtBusiek We'd like to take a deeper look into this. Would you mind reaching out to us here: https://t.co/4Wj6qrJTsE? ^MJ,FALSE,0,KurtBusiek,04-07-2016 23:24,FALSE,7.50105E+17,7.50108E+17,125171167,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Zwiebelbel That item is shipped directly by a marketplace seller. Shipping rates for them can vary depending on their location. ^KP,FALSE,0,Zwiebelbel,04-07-2016 23:24,FALSE,7.50104E+17,7.50108E+17,155418629,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@PaulStewartPhot When you contacted us, did we indicate when we would be able to issue a refund or replacement (if sold by Amazon)? ^VV",FALSE,0,PaulStewartPhot,04-07-2016 23:23,FALSE,7.50102E+17,7.50108E+17,1325489330,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@rishalaswish I'm sorry your orders haven't shown up. We'd like to look into options with you. Reach us here: https://t.co/hApLpMlfHN. ^JL,FALSE,1,rishalaswish,04-07-2016 23:17,FALSE,7.50105E+17,7.50106E+17,3373410173,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@spenshi Give us a call and we can take a closer look. We're available 24/7 here: https://t.co/hApLpMlfHN. ^EP,FALSE,0,spenshi,04-07-2016 23:09,FALSE,7.50103E+17,7.50104E+17,513383732,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@CelineSSauve I'm sorry to hear your order was delayed! Were you given an updated delivery date? ^ME,FALSE,0,CelineSSauve,04-07-2016 23:06,FALSE,7.50103E+17,7.50104E+17,3310897102,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@KneeGrowJay Sorry, currently PayPal isn't an accepted form of payment on our website. For a list of what is: https://t.co/eqc4X8ONRs ^JA",FALSE,0,KneeGrowJay,04-07-2016 23:06,FALSE,7.50102E+17,7.50103E+17,3446761586,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@SoniaOnTheMove The Advertising Preferences in Your Account can be updated here: https://t.co/VOuHRmboH9. I hope this helps! ^EP,FALSE,0,SoniaOnTheMove,04-07-2016 23:02,FALSE,7.50101E+17,7.50102E+17,484021984,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@MagsMac Thanks for taking the time to share! I've passed this to our Dash Team for their consideration moving forward! ^ME,FALSE,0,MagsMac,04-07-2016 23:01,FALSE,7.50101E+17,7.50102E+17,13453382,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@spenshi If no benefits were used after the trial ended, you'll receive a full refund. ^VV",FALSE,0,spenshi,04-07-2016 22:59,FALSE,7.501E+17,7.50102E+17,513383732,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@wolfcrane Please wait a little longer, and if you don't receive a call, please use the link provided above. ^ME",FALSE,0,wolfcrane,04-07-2016 22:55,FALSE,7.501E+17,7.50101E+17,16391839,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@spenshi I'm sorry for the unexpected charge! Prime can be canceled here: https://t.co/2sx6egSTH3 if needed. ^EP,FALSE,1,spenshi,04-07-2016 22:53,FALSE,7.50098E+17,7.501E+17,513383732,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Sword_emoji Thanks for confirming. Please allow 2 business (working) days for a response .  ^ME,FALSE,1,Sword_emoji,04-07-2016 22:53,FALSE,7.50099E+17,7.501E+17,111199711,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@TXBookMama Please try reaching us by phone here: https://t.co/hApLpMlfHN, so we can look into escalating this issue. ^JL",FALSE,0,TXBookMama,04-07-2016 22:51,FALSE,7.50096E+17,7.501E+17,47124806,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@ImSethPatterson If it wasn't applied, please contact us here: https://t.co/hApLpMlfHN so we can take a closer look. ^MD",FALSE,0,ImSethPatterson,04-07-2016 22:50,FALSE,7.50099E+17,7.501E+17,7.43074E+17,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@danellesheree I'm glad we could get that straightened out. We'd love to get your feedback about this here: https://t.co/mrrGHut42Z. ^JL,FALSE,1,danellesheree,04-07-2016 22:50,FALSE,7.50095E+17,7.50099E+17,16186095,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@suzie_rose Glad it's working for you now! Have a wonderful rest of your day! ^VV,FALSE,0,suzie_rose,04-07-2016 22:50,FALSE,7.50097E+17,7.50099E+17,32680325,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Sarah_Ballin I'm sorry for the trouble that led up to this. Please give us a call: https://t.co/JzP7hlA23B so we can take a look. ^ME,FALSE,0,Sarah_Ballin,04-07-2016 22:46,FALSE,7.50097E+17,7.50098E+17,429341556,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Sword_emoji When did you first contact the Seller? Please allow them 2 business days to respond to any inquiries. ^ME,FALSE,0,Sword_emoji,04-07-2016 22:45,FALSE,7.50097E+17,7.50098E+17,111199711,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@njgregory That's wonderful! Thanks for keeping us in the loop! ^VV,FALSE,0,njgregory,04-07-2016 22:41,FALSE,7.50096E+17,7.50097E+17,20516604,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Sword_emoji Have you contacted the Seller about the return costs? What options were offered to you by them? ^ME,FALSE,0,Sword_emoji,04-07-2016 22:39,FALSE,7.50096E+17,7.50097E+17,111199711,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@PaulStewartPhot I'm so sorry for the issue. Please give us another ring or chat here: https://t.co/JzP7hlA23B so we can assist. ^MD,FALSE,0,PaulStewartPhot,04-07-2016 22:37,FALSE,7.50094E+17,7.50096E+17,1325489330,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@wolfcrane If it's been longer than an hour, please contact us here: https://t.co/hApLpMlfHN &amp; request to speak with a Supervisor. ^ME",FALSE,0,wolfcrane,04-07-2016 22:35,FALSE,7.50094E+17,7.50096E+17,16391839,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Sword_emoji I'm sorry for the shipping cost! Is the item being shipped by Amazon or one of our sellers: https://t.co/Y5jpI9gRhE? ^EP,FALSE,0,Sword_emoji,04-07-2016 22:34,FALSE,7.50095E+17,7.50095E+17,111199711,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@ScrewedNews Have you had a chance to fill out the form above? By doing so, that will allow my team to investigate this for you. ^JA",FALSE,0,ScrewedNews,04-07-2016 22:34,FALSE,7.50093E+17,7.50095E+17,192446511,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@The_Dean I'm sorry you keep getting that login error message. Reach us here: https://t.co/hApLpMlfHN, so we can look into this further. ^JL",FALSE,0,The_Dean,04-07-2016 22:30,FALSE,7.50086E+17,7.50094E+17,14217634,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@danellesheree To purchase or rent a video, you'll need to do so from Safari on your mobile device. ^MD",FALSE,0,danellesheree,04-07-2016 22:29,FALSE,7.50093E+17,7.50094E+17,16186095,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@PaulStewartPhot Sorry about the trouble with your orders. Were they sold by Amazon or a seller on our site? What info did we provide? ^LI,FALSE,0,PaulStewartPhot,04-07-2016 22:27,FALSE,7.50092E+17,7.50094E+17,1325489330,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@wolfcrane I'm so sorry for the account trouble. Did we mention a time frame in which you'd be contacted? Please keep us posted. ^ME,FALSE,0,wolfcrane,04-07-2016 22:27,FALSE,7.50093E+17,7.50094E+17,16391839,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@FrankFire30 Two-Day refers to the time from us to you once it's able to ship. We'll show all avail dates at checkout before ordering. ^LI,FALSE,0,FrankFire30,04-07-2016 22:26,FALSE,7.50092E+17,7.50093E+17,340617180,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@liampwhite85 We'd be happy to troubleshoot this is real time with you. Please contact us here:  https://t.co/JzP7hlA23B ^AF,FALSE,0,liampwhite85,04-07-2016 22:24,FALSE,7.5009E+17,7.50093E+17,2299823487,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@inTEMIdate We are always looking for ways to improve. Please provide feedback here: https://t.co/uknro6KSHK ^AF,FALSE,0,inTEMIdate,04-07-2016 22:22,FALSE,7.5009E+17,7.50092E+17,185215990,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@JenniferTyree Good to hear it's working! Enjoy the rest of the day! ^EP,FALSE,0,JenniferTyree,04-07-2016 22:21,FALSE,7.50091E+17,7.50092E+17,18233030,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@MichaelMunro23 Sorry to hear that. If you'd like, we can take a closer look at what happened. Visit: https://t.co/hApLpMlfHN ^MD",FALSE,0,MichaelMunro23,04-07-2016 22:21,FALSE,7.50091E+17,7.50092E+17,63212034,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Nrrrd_Grrrl_ Glad to hear it's been taken care of! Let us know if you run into anything else! ^ME,FALSE,1,Nrrrd_Grrrl_,04-07-2016 22:20,FALSE,7.50091E+17,7.50092E+17,2209078728,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@danellesheree Hi! To watch/stream movies on an iOS device, you'll want to first download the Amazon Video app for the Apple App Store. ^JA",FALSE,0,danellesheree,04-07-2016 22:19,FALSE,7.50089E+17,7.50092E+17,16186095,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@JenniferTyree Thanks for the reply. Please contact us here: https://t.co/hApLpMlfHN so we can provide further assistance. ^MD,FALSE,0,JenniferTyree,04-07-2016 22:19,FALSE,7.5009E+17,7.50092E+17,18233030,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Deingirl I'm really sorry, I'm not able to find a promotion that meets those terms. I'd recommend clearing you cache and cookies. ^AF",FALSE,0,Deingirl,04-07-2016 22:18,FALSE,7.50086E+17,7.50091E+17,67648323,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@RickWritesNow Sorry to hear it hasn't arrived! What's the delivery date and most updated tracking shown here: https://t.co/Y5jpI9gRhE. ^LI,FALSE,0,RickWritesNow,04-07-2016 22:15,FALSE,7.5009E+17,7.50091E+17,317251276,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@KinghAugust When you spoke with us, were we able to provide any insight as to why the refund hasn't been requested yet? ^EP",FALSE,0,KinghAugust,04-07-2016 22:13,FALSE,7.50088E+17,7.5009E+17,100557021,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@okeekokee14 If you haven't, I'd recommend contacting us using the link ^MC provided previously, or this link: https://t.co/JzP7hlA23B. ^KC",FALSE,0,okeekokee14,04-07-2016 22:11,FALSE,7.50088E+17,7.5009E+17,3236361031,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@okeekokee14 Have you called or chatted in directly using that link? ^MD,FALSE,0,okeekokee14,04-07-2016 22:11,FALSE,7.50088E+17,7.5009E+17,3236361031,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@liampwhite85 That's not what we want to hear! Without sharing personal account info, can you tell us what's going on? ^JA",FALSE,0,liampwhite85,04-07-2016 22:10,FALSE,7.50085E+17,7.5009E+17,2299823487,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@JenniferTyree That's odd, we're not having issues here. Are any other services acting up on the TV? Have you tried restarting network? ^KC",FALSE,0,JenniferTyree,04-07-2016 22:10,FALSE,7.50088E+17,7.50089E+17,18233030,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@EDENACE Please get in touch here: https://t.co/JzP7hlA23B if it doesn't arrive this evening. ^MD,FALSE,0,EDENACE,04-07-2016 22:07,FALSE,7.50087E+17,7.50089E+17,555483228,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@suzie_rose That's odd. Is this happening when streaming videos, or when watching downloaded videos? Have you tried restarting the iPad? ^KC",FALSE,0,suzie_rose,04-07-2016 22:05,FALSE,7.50081E+17,7.50088E+17,32680325,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@AlexAfryea Thanks for clarifying. If you haven't yet, please contact us here: https://t.co/JzP7hlA23B so we can look into this. ^ME",FALSE,0,AlexAfryea,04-07-2016 22:01,FALSE,7.50085E+17,7.50087E+17,23678385,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Nrrrd_Grrrl_ I'm sorry to hear it's still giving you trouble! We'd like to take a closer look, give us a call: https://t.co/hApLpMlfHN. ^EP",FALSE,0,Nrrrd_Grrrl_,04-07-2016 22:00,FALSE,7.50085E+17,7.50087E+17,2209078728,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Sarah_16M Sorry for any inconvenience. Processing and prep may be required, and are included in your arrival date. ^MD",FALSE,0,Sarah_16M,04-07-2016 21:57,FALSE,7.50083E+17,7.50086E+17,4889528128,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@laus_haus I'm sorry for the trouble. Although it says delivered, packages can still show up. Let us know if it doesn't arrive by 8:00PM.^JL",FALSE,0,laus_haus,04-07-2016 21:56,FALSE,7.50082E+17,7.50086E+17,38445974,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@njgregory Ah, I see. Just to confirm, we were able to help get this sorted out when you contacted us using the link above? ^KC",FALSE,0,njgregory,04-07-2016 21:55,FALSE,7.50085E+17,7.50086E+17,20516604,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Coogz101 I'd recommend the following steps: https://t.co/DVuQfEcEkv. If still missing, contact us: https://t.co/oGDklGgbCZ ^AF",FALSE,0,Coogz101,04-07-2016 21:55,FALSE,7.50084E+17,7.50086E+17,411529794,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@NoobDavidGames I'm sorry for the inconvenience. I've shared your posts with our Customer Experience team for review. ^KP,FALSE,0,NoobDavidGames,04-07-2016 21:55,FALSE,7.50082E+17,7.50086E+17,48287925,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@The_Dean We're not having any issues with logging in on this side. Have you tried clearing cache/cookies, or a different browser/device?^KC",FALSE,0,The_Dean,04-07-2016 21:54,FALSE,7.50085E+17,7.50085E+17,14217634,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@njgregory We can look into this with you here: https://t.co/JzP7hlA23B ^AF,FALSE,0,njgregory,04-07-2016 21:54,FALSE,7.50084E+17,7.50085E+17,20516604,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
"@Deingirl The link provided takes us to a page searching in Gift Cards for ""amazon"". Was this the page where you're seeing the ad/promo? ^KC",FALSE,0,Deingirl,04-07-2016 21:51,FALSE,7.50083E+17,7.50085E+17,67648323,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
@Gratt2010 Sorry to hear about the trouble. Try restarting the device and your router/modem. If issues persist: https://t.co/JzP7hlA23B ^MD,FALSE,0,Gratt2010,04-07-2016 21:49,FALSE,7.50083E+17,7.50084E+17,216743201,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AmazonHelp,0,FALSE,FALSE,NA,NA
